loss,Accuracy,AUC_ROC,AUC_PR,val_loss,val_Accuracy,val_AUC_ROC,val_AUC_PR
2.2115981578826904,0.21759727597236633,0.5493273138999939,0.16600389778614044,2.7203903198242188,0.17451909184455872,0.5247558951377869,0.15618851780891418
1.8512297868728638,0.2854157090187073,0.6094160676002502,0.21565428376197815,2.2050697803497314,0.20351268351078033,0.6007575988769531,0.21222470700740814
1.7322450876235962,0.33675849437713623,0.6585087776184082,0.2612256109714508,1.6789441108703613,0.3348201811313629,0.6904908418655396,0.30512747168540955
1.643860101699829,0.37493470311164856,0.7004770636558533,0.2995752692222595,1.5114212036132812,0.40869808197021484,0.7410309910774231,0.35025474429130554
1.579578161239624,0.401685893535614,0.7267746925354004,0.32808351516723633,1.4928100109100342,0.4270978569984436,0.7595270872116089,0.37954047322273254
1.5206700563430786,0.4309101700782776,0.7528964281082153,0.35573503375053406,1.4061628580093384,0.46027320623397827,0.7902520298957825,0.4104275107383728
1.4799561500549316,0.4452262222766876,0.7702552080154419,0.3763923943042755,1.3296327590942383,0.4892667829990387,0.8106657862663269,0.43919891119003296
1.4364947080612183,0.4669267535209656,0.7884489893913269,0.39916351437568665,1.2929840087890625,0.4984666705131531,0.819717288017273,0.4581587612628937
1.410181999206543,0.47573933005332947,0.8005914688110352,0.41431957483291626,1.240739345550537,0.5257875919342041,0.8383471369743347,0.496478408575058
1.3765634298324585,0.49141383171081543,0.8085767030715942,0.4288025200366974,1.2280467748641968,0.5338723063468933,0.8419104218482971,0.50132155418396
1.3528071641921997,0.502629816532135,0.8178439140319824,0.44289630651474,1.203749656677246,0.5377752780914307,0.8475683331489563,0.5146839022636414
1.3306597471237183,0.5106064081192017,0.824351966381073,0.4545791447162628,1.1762475967407227,0.5545023679733276,0.85791015625,0.5374497771263123
1.3096089363098145,0.5185829997062683,0.8330387473106384,0.4658186733722687,1.1437031030654907,0.5698355436325073,0.862695574760437,0.555462121963501
1.2977553606033325,0.5262461304664612,0.8354083299636841,0.4723408818244934,1.1542716026306152,0.5639810562133789,0.8649325966835022,0.55366450548172
1.2783474922180176,0.533804714679718,0.8418824076652527,0.4854271113872528,1.1283363103866577,0.5748536586761475,0.8692331314086914,0.5607219338417053
1.2623677253723145,0.535163164138794,0.8448842167854309,0.4899721145629883,1.1362148523330688,0.5698355436325073,0.8704957962036133,0.5598112940788269
1.2490869760513306,0.5441847443580627,0.8491104245185852,0.4992440640926361,1.0909212827682495,0.5873989462852478,0.8787230849266052,0.5834989547729492
1.2304795980453491,0.5491657853126526,0.8545268177986145,0.5123065114021301,1.0893568992614746,0.5829383730888367,0.8793606162071228,0.5847799181938171
1.2282218933105469,0.5495489239692688,0.8546533584594727,0.514151930809021,1.0818370580673218,0.5915806889533997,0.880412757396698,0.5923687815666199
1.2135924100875854,0.5542164444923401,0.8585352897644043,0.5212815999984741,1.080422043800354,0.5885140895843506,0.8820214867591858,0.5936918258666992
1.200040578842163,0.5617750287055969,0.8630402684211731,0.5279791951179504,1.0615270137786865,0.5952048897743225,0.8865498304367065,0.606036365032196
1.1944888830184937,0.5624020099639893,0.8640084266662598,0.5339694619178772,1.0647181272506714,0.5988290905952454,0.8848265409469604,0.6046928763389587
1.1788626909255981,0.5696820020675659,0.8681808114051819,0.543024480342865,1.0546562671661377,0.5977139472961426,0.8864014744758606,0.6124119162559509
1.1732605695724487,0.5714932680130005,0.8691263794898987,0.5444706678390503,1.0319589376449585,0.6099804639816284,0.8908116221427917,0.6261605620384216
1.1659456491470337,0.5733742117881775,0.8709576725959778,0.545967161655426,1.0294969081878662,0.6077502369880676,0.8915279507637024,0.6275551915168762
1.148964524269104,0.5780765414237976,0.8751897811889648,0.5631127953529358,1.0329703092575073,0.6097016930580139,0.8922144770622253,0.6225640177726746
1.1452924013137817,0.5838587284088135,0.8755363821983337,0.5657100081443787,1.0616225004196167,0.603010892868042,0.8869292140007019,0.6235953569412231
1.144675374031067,0.5822216272354126,0.8745059967041016,0.5654681324958801,1.0216981172561646,0.6149985790252686,0.8945611119270325,0.6343604922294617
1.1299896240234375,0.5878644585609436,0.8796970248222351,0.575456976890564,1.0276927947998047,0.6074714064598083,0.8932379484176636,0.6339554786682129
