loss,Accuracy,AUC_ROC,AUC_PR,val_loss,val_Accuracy,val_AUC_ROC,val_AUC_PR
2.123274803161621,0.23130330443382263,0.5732541680335999,0.1771712303161621,3.8143420219421387,0.21107783913612366,0.5169063806533813,0.15236954391002655
1.8030234575271606,0.3200240135192871,0.6593879461288452,0.23898224532604218,2.2144582271575928,0.30426645278930664,0.6788418889045715,0.2701597511768341
1.6097042560577393,0.40675073862075806,0.7442373633384705,0.3360414505004883,1.7485395669937134,0.403817355632782,0.7761178612709045,0.38952040672302246
1.466827630996704,0.46022823452949524,0.7934170365333557,0.3963790535926819,1.41382896900177,0.47043412923812866,0.8271680474281311,0.4551636278629303
1.379334568977356,0.48946547508239746,0.8201536536216736,0.43165865540504456,1.2187223434448242,0.5447230339050293,0.8609410524368286,0.5167304873466492
1.3083531856536865,0.5151951909065247,0.8392731547355652,0.4648834764957428,1.148179292678833,0.557634711265564,0.8748511075973511,0.5469287633895874
1.2524205446243286,0.5373693704605103,0.8540051579475403,0.49133285880088806,1.122101902961731,0.5722305178642273,0.8830143809318542,0.5661788582801819
1.2108213901519775,0.5491892099380493,0.8642836809158325,0.5129472017288208,1.0669294595718384,0.5930014848709106,0.8912153840065002,0.5881423950195312
1.178641438484192,0.5624264478683472,0.8712862133979797,0.5261442065238953,1.0112414360046387,0.6128368377685547,0.9003154039382935,0.607417106628418
1.1473174095153809,0.5747267007827759,0.8781117796897888,0.5435589551925659,0.9766848683357239,0.622380256652832,0.9061089158058167,0.6272228956222534
1.1199498176574707,0.5854173898696899,0.8838644027709961,0.5602928400039673,0.9615383744239807,0.6244386434555054,0.9097462892532349,0.6400590538978577
1.1043697595596313,0.5889009237289429,0.8869673013687134,0.5651995539665222,0.9535398483276367,0.6293038725852966,0.9115321040153503,0.6491541266441345
1.083179235458374,0.5974774956703186,0.8918656706809998,0.5787816643714905,0.9287078380584717,0.6330463886260986,0.9157747030258179,0.6589251756668091
1.0608559846878052,0.6107387542724609,0.8962002992630005,0.5896239876747131,0.8953872323036194,0.653630256652832,0.9190744757652283,0.6698131561279297
1.0479798316955566,0.6126846671104431,0.8988133072853088,0.5973401069641113,0.8941488862037659,0.6566242575645447,0.920599102973938,0.6786230802536011
1.034476399421692,0.6182822585105896,0.9013057351112366,0.6042073369026184,0.8786384463310242,0.6568113565444946,0.9224653244018555,0.6807942986488342
1.0178197622299194,0.6224384307861328,0.9043208360671997,0.6147801280021667,0.8719616532325745,0.6620509028434753,0.9241582751274109,0.6874208450317383
1.0084961652755737,0.6238318085670471,0.9061806797981262,0.6204075813293457,0.8671939969062805,0.6682260632514954,0.9253764748573303,0.6933013200759888
0.9921884536743164,0.6335135102272034,0.9090633392333984,0.6283273696899414,0.8514421582221985,0.6745883226394653,0.9269793629646301,0.6979727745056152
0.9909734129905701,0.6348108053207397,0.9094683527946472,0.6297425627708435,0.8344776034355164,0.676085352897644,0.9291921854019165,0.7036124467849731
0.9729496240615845,0.6402882933616638,0.9126720428466797,0.6383233666419983,0.8337997794151306,0.6734655499458313,0.9297815561294556,0.7065521478652954
0.962803840637207,0.6419219374656677,0.9147258400917053,0.6438387036323547,0.8140037655830383,0.6841317415237427,0.9321441650390625,0.7102763056755066
0.9628276824951172,0.6442762613296509,0.9145253300666809,0.6437094807624817,0.8314706087112427,0.6755239367485046,0.931607186794281,0.7093173861503601
0.9500568509101868,0.6477357149124146,0.9167044758796692,0.6493611931800842,0.8095219731330872,0.6869386434555054,0.9331575036048889,0.7150282859802246
0.9415535926818848,0.6530450582504272,0.9183146357536316,0.6544381380081177,0.8145667910575867,0.6830089688301086,0.9334521889686584,0.7168881297111511
0.9333837032318115,0.6546065807342529,0.9194781184196472,0.658294677734375,0.8024989366531372,0.6903069019317627,0.9346638321876526,0.7225165367126465
0.9339266419410706,0.6561201214790344,0.9195559620857239,0.6599869728088379,0.809580385684967,0.6852545142173767,0.9344143271446228,0.7189834713935852
0.9223102331161499,0.6587387323379517,0.9212673902511597,0.6643193364143372,0.8026857376098633,0.6854416131973267,0.9342636466026306,0.7198196649551392
0.9156343936920166,0.6623182892799377,0.9224740266799927,0.6704679131507874,0.8021703362464905,0.690119743347168,0.9347385168075562,0.7228330969810486
0.9142683148384094,0.6609969735145569,0.9226828813552856,0.6678298115730286,0.7908403873443604,0.691242516040802,0.9362614750862122,0.7252893447875977
0.905844509601593,0.666834831237793,0.9240847826004028,0.674362301826477,0.7832180857658386,0.6942365169525146,0.937251627445221,0.7304590940475464
0.8984510898590088,0.6661381125450134,0.9254323244094849,0.6759557127952576,0.795716404914856,0.6904940009117126,0.9359716773033142,0.7234101891517639
0.9028193354606628,0.6651531457901001,0.9247967004776001,0.6748484373092651,0.7940771579742432,0.692365288734436,0.9359918236732483,0.7265777587890625
0.888012170791626,0.6736096143722534,0.9269924163818359,0.6837708353996277,0.7687535881996155,0.702470064163208,0.9389487504959106,0.738488495349884
0.8866352438926697,0.6725044846534729,0.9272903800010681,0.6837964653968811,0.7816429138183594,0.6908682584762573,0.9373717308044434,0.7309367060661316
0.8848987221717834,0.6734173893928528,0.9277328252792358,0.6848269701004028,0.7798894047737122,0.6959206461906433,0.9378618001937866,0.7319608330726624
0.8738730549812317,0.6760841012001038,0.9296963810920715,0.6922167539596558,0.7710317373275757,0.697604775428772,0.9394031763076782,0.7363814115524292
0.8728852272033691,0.677933931350708,0.9294589161872864,0.6904856562614441,0.7702164053916931,0.6916167736053467,0.9390867948532104,0.7347450852394104
0.8653324246406555,0.6803123354911804,0.9307729005813599,0.69533771276474,0.7654308676719666,0.7028443217277527,0.9386350512504578,0.7372192740440369
0.866273820400238,0.67875075340271,0.9303564429283142,0.6934428811073303,0.7719976902008057,0.6996631622314453,0.9388089179992676,0.7369976043701172
