loss,Accuracy,AUC_ROC,AUC_PR,val_loss,val_Accuracy,val_AUC_ROC,val_AUC_PR
2.2326583862304688,0.20390817523002625,0.5298770666122437,0.15737111866474152,3.190929889678955,0.17173124849796295,0.5124414563179016,0.15045428276062012
1.9275175333023071,0.2349785715341568,0.5555338263511658,0.16957615315914154,2.295280694961548,0.18678560853004456,0.5354089736938477,0.16365458071231842
1.8603538274765015,0.2576892375946045,0.5830121040344238,0.1856451779603958,1.8332616090774536,0.2601059377193451,0.5965157151222229,0.20542378723621368
1.827857255935669,0.27524468302726746,0.601749837398529,0.2001916617155075,1.7313379049301147,0.3047114610671997,0.6274400353431702,0.2327231615781784
1.8058973550796509,0.28670451045036316,0.6172601580619812,0.2130925953388214,1.6902780532836914,0.3194870352745056,0.6551610231399536,0.25159645080566406
1.7861793041229248,0.29684069752693176,0.6306056976318359,0.22324398159980774,1.6643184423446655,0.3362140953540802,0.6732922792434692,0.26757267117500305
1.7726587057113647,0.30920615792274475,0.6391429901123047,0.23296621441841125,1.6396197080612183,0.34792307019233704,0.6809225678443909,0.2789158523082733
1.7535597085952759,0.31784456968307495,0.6520258784294128,0.24389135837554932,1.600006341934204,0.3607471287250519,0.7025922536849976,0.3002055287361145
1.7359914779663086,0.3277021050453186,0.6588099598884583,0.2531845271587372,1.5707476139068604,0.3838862478733063,0.7168574929237366,0.31791073083877563
1.7100639343261719,0.3380124568939209,0.6753033995628357,0.26771900057792664,1.5920162200927734,0.368553102016449,0.7194328308105469,0.32582908868789673
1.6851410865783691,0.3552544414997101,0.6876243948936462,0.28292393684387207,1.5162967443466187,0.410370796918869,0.7421266436576843,0.3468516170978546
1.6593490839004517,0.366749107837677,0.7013320922851562,0.2947292923927307,1.4637501239776611,0.42347365617752075,0.7623432874679565,0.3702377378940582
1.6259071826934814,0.3839910924434662,0.7190037965774536,0.3125185966491699,1.4105191230773926,0.45441874861717224,0.7837795615196228,0.3935614228248596
1.5968924760818481,0.39611271023750305,0.7294396162033081,0.3271944224834442,1.4225107431411743,0.44549763202667236,0.7872689962387085,0.39551877975463867
1.5692594051361084,0.40475112199783325,0.7421048879623413,0.3394397795200348,1.3621289730072021,0.4722609519958496,0.804615318775177,0.4230205714702606
1.5412214994430542,0.4202166497707367,0.755477786064148,0.35198235511779785,1.3541550636291504,0.4719821512699127,0.8113089203834534,0.4320724904537201
1.5219799280166626,0.4296213686466217,0.7616995573043823,0.36089760065078735,1.2997163534164429,0.49902424216270447,0.8184894919395447,0.44021812081336975
1.4933027029037476,0.4382597804069519,0.7736530303955078,0.37331798672676086,1.283030390739441,0.4984666705131531,0.8264380693435669,0.4598257839679718
1.4729828834533691,0.45076456665992737,0.7801090478897095,0.38428017497062683,1.2767912149429321,0.5073878169059753,0.8295361399650574,0.4621470868587494
1.4608334302902222,0.45410847663879395,0.7870463132858276,0.389157235622406,1.2761282920837402,0.5065514445304871,0.8295774459838867,0.46599897742271423
1.4393268823623657,0.4633738696575165,0.7931439280509949,0.40190213918685913,1.2493010759353638,0.5188179612159729,0.8343804478645325,0.4710529148578644
1.428179144859314,0.4701313078403473,0.7976849675178528,0.4071959853172302,1.2366375923156738,0.5282966494560242,0.839034378528595,0.48176509141921997
1.4202821254730225,0.4718380868434906,0.7991796135902405,0.40898269414901733,1.229587197303772,0.5190967321395874,0.8417647480964661,0.48754164576530457
1.3972514867782593,0.47887420654296875,0.8075518608093262,0.4202234745025635,1.2156286239624023,0.532478392124176,0.8436235785484314,0.494155615568161
1.38699471950531,0.48413389921188354,0.8114336729049683,0.4274521470069885,1.224802017211914,0.5257875919342041,0.843933641910553,0.4873058497905731
1.3785476684570312,0.4870249629020691,0.8114400506019592,0.4329243004322052,1.223832368850708,0.5296905636787415,0.8446818590164185,0.4928933084011078
1.3682050704956055,0.4932599663734436,0.8180242776870728,0.43754133582115173,1.208309292793274,0.5282966494560242,0.8450490236282349,0.49253830313682556
1.3542068004608154,0.4996691048145294,0.8211920857429504,0.445105642080307,1.192907691001892,0.54056316614151,0.8486868739128113,0.5004710555076599
1.3461077213287354,0.4964645206928253,0.8242735266685486,0.4440270960330963,1.1952829360961914,0.5425146222114563,0.8469610214233398,0.49446678161621094
